id,name,slug,cashback,birbonus,umico_bonus,categories,cities,installments,max_taksit_month,payment_methods,is_bnpl,has_barcode,phone,website,instagram,facebook,voen,image_url,order,created_at,updated_at,published_at
18605,CAN Telecom,can-telecom,,2,,Elektronika və Texnika; Saat və aksesuarlar,,,,,,True,,,https://www.instagram.com/can.telecom/,,0201692742,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/image_1_1_e0379fa95a.png,,2025-09-11T11:03:39.172Z,2025-12-11T13:42:39.482Z,2025-09-11T11:03:40.883Z
19169,Centron,centron-1,,2,,Elektronika və Texnika,,,,,,True,,,https://www.instagram.com/centronhome_/,,3701286462,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/image_6_9157f37537.png,,2025-12-10T11:18:07.584Z,2025-12-11T13:42:39.587Z,2025-12-11T13:07:43.237Z
18589,Aristokrat,aristokrat,,5,,Geyim,,,,,,True,,,,,2100624132,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Aristokrat_8824f83de1.png,,2025-09-11T10:25:15.728Z,2025-12-11T13:42:49.400Z,2025-09-11T10:25:17.429Z
18576,Paşabahçe Lənkəran,pasabahce-l-nk-ran,,2,,Ev aksessuarları; Məişət əşyaları,,,,,,True,,,https://www.instagram.com/pasabahcelenkeran/,,2602989432,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Pasabahce_L_nk_ran_6e36ed6e9b.jpg,,2025-09-11T06:35:29.484Z,2025-12-11T13:43:00.884Z,2025-09-11T06:35:31.005Z
18559,Amazon Travel,amazon-travel,,2,,Turizm,,,,,,True,,,https://www.instagram.com/amazontravel.az/,https://www.facebook.com/amazontravel.az,2004559701,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Amazon_travel_b367b27ab8.png,,2025-09-10T13:38:58.060Z,2025-12-11T13:43:21.511Z,2025-09-10T13:39:01.378Z
18904,Mobilnar,mobilnar,,2,,Elektronika və Texnika,,,,,,True,,,https://www.instagram.com/mobilnar.az/,,6400355902,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Mobilnar_7a3bb98a0f.png,,2025-10-30T14:05:15.023Z,2025-12-11T13:43:52.402Z,2025-10-31T12:44:37.264Z
18909,Giftbox,giftbox,,5,,Güllər və hədiyyələr,,,,,,True,,,https://www.instagram.com/giftbox_by_ulka/,https://www.facebook.com/profile.php?id=100063722996240,1407200122,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Giftbox_111d371d75.png,,2025-11-05T11:28:16.916Z,2025-12-11T13:45:07.839Z,2025-11-06T13:21:30.395Z
18908,VELORA GIFTS,velora-gifts,,3,,Güllər və hədiyyələr,,,,,,True,,,https://www.instagram.com/velora__gift/,,0201724682,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/527457031_17843889687547364_8505410407432054970_n_1_a0e931e6ad.jpg,,2025-11-04T07:52:23.068Z,2025-12-11T13:45:15.906Z,2025-11-12T05:41:42.812Z
19157,Sultan Xalı,sultan-xali,,2,,Kimyəvi təmizləmə; Digər,,,,,,True,,,https://www.instagram.com/sultanxali/,,4800211502,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Sultan_Xali_a6b91544b8.jpg,,2025-12-08T12:15:48.343Z,2025-12-11T13:47:31.222Z,2025-12-11T05:08:32.661Z
18141,Faro.,faro-1,,,,Zinət əşyaları,,2; 3; 6; 12,,,,,,,https://www.instagram.com/faro_azerbaijan/?hl=en,,1400930441,,,2023-10-19T17:43:36.664Z,2025-12-12T07:54:53.776Z,2023-10-19T17:43:38.181Z
19155,Bakcell Zaur Telecom,bakcell-zaur-telecom,,2,,Elektronika və Texnika,,,,,,True,,,https://www.instagram.com/zaurtelecom_/,,6800062912,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Bakcell_Zaur_Telecom_f9ef2976cc.jpg,,2025-12-08T11:00:28.694Z,2025-12-12T08:17:30.905Z,2025-12-12T08:17:30.897Z
18894,EL Telekom,el-telekom-1,,2,,Elektronika və Texnika,,,,,,True,,,https://www.instagram.com/neftcala_el_telekomm/,,6500163952,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/image_4_1_e8d8ec2ccd.png,,2025-10-30T11:54:22.756Z,2025-12-11T13:41:34.381Z,2025-10-30T13:32:30.570Z
18491,i Play,i-play,,2,,Elektronika və Texnika,,,,,,True,,,https://www.instagram.com/iplaybaku/,,1008595072,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/i_Play_e774155493.jpg,,2025-09-09T11:57:30.267Z,2025-12-11T13:41:58.136Z,2025-09-09T11:57:32.004Z
18877,Wenice Kids Baku,wenice-kids-baku,,2,,Geyim; Uşaqlar üçün,,,,,,True,,,https://www.instagram.com/wenice_kids_baku/,,1400841562,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/image_3_454201b070.png,,2025-10-28T05:31:58.216Z,2025-12-11T13:42:24.010Z,2025-10-29T08:43:22.572Z
18901,STAR Electronics,star-electronics-1,,2,,Elektronika və Texnika,,,,,,True,,,,,4600379962,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/image_3_1_1_020885b04f.png,,2025-10-30T13:13:05.407Z,2025-12-11T13:42:44.164Z,2025-10-31T08:25:25.426Z
18890,Status,status-1,,2,,Geyim,,,,,,True,,,https://www.instagram.com/status_nerimanov/,,7508849182,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Status_1ee64da041.png,,2025-10-30T07:54:02.419Z,2025-12-11T13:43:05.230Z,2025-10-31T10:28:09.778Z
18554,Grace Dent,grace-dent,,2,,,,,,,,True,,,https://www.instagram.com/gracedent_dentalclinic/,,2006625221,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Grace_Dent_7dd0b7159b.jpg,,2025-09-10T12:09:29.001Z,2025-12-11T13:43:31.673Z,2025-09-10T12:10:44.602Z
18903,Niko Store,niko-store,,2,,Geyim,,,,,,True,,,https://www.instagram.com/nikostore__baku/,,0700793672,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Niko_Store_dacfbc843c.jpg,,2025-10-30T13:33:56.551Z,2025-12-11T13:44:02.435Z,2025-10-31T12:51:28.144Z
18916,BOLERO,bolero,,,,Geyim,,2; 3; 6; 9; 12,,,,True,+994776286545,,https://www.instagram.com/bolero.az/,https://www.facebook.com/people/Bolero-Az/pfbid0GmRUU8saNjg6CxMSiPEht6myrty9PGDik5NWsAsFYxw8iueMi14nSuwVsK3QXWFpl/?ref=_ig_profile_ac,1900935542,,,2025-11-12T13:39:28.356Z,2025-12-11T13:45:23.943Z,2025-11-12T13:41:19.609Z
19180,Soft Cosmetic,soft-cosmetic,,2,,Parfümeriya və Kosmetika,,,,,,True,,,https://www.instagram.com/soft__cosmetic_/,,1406794652,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Soft_cosmetic_52acc955ab.png,,2025-12-11T08:26:24.060Z,2025-12-12T08:24:35.063Z,2025-12-12T08:24:35.053Z
18302,SevenSpace,seven-space,,,,Ev aksessuarları,,2; 3; 6; 9; 12; 18,,,,,,http://sevenspace.az/,https://www.instagram.com/sevenspace.az/,,1500046141,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/seven_space_2bf93baa48.jpg,,2025-06-13T11:16:21.804Z,2025-12-12T10:56:24.704Z,2025-06-13T11:16:42.430Z
18483,Violin Mebel,violin-mebel,,2,,Mebel,,,,,,True,,,https://www.instagram.com/mebel.violin.goycay?igsh=NzZ0eTNwbTQ5dTNp&utm_source=qr,,6002222372,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Violin_Mebel_6488a3acd5.png,,2025-09-09T10:53:48.056Z,2025-12-12T10:58:24.817Z,2025-09-09T10:53:53.074Z
18490,Atirland,atirland,,3,,Parfümeriya və Kosmetika,,,,,,True,,,https://www.instagram.com/atirlandd?igsh=MXZ1OXR1dTZ5cGlyOA==,,1102932952,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Atirland_732de7e04a.png,,2025-09-09T11:36:47.740Z,2025-12-12T11:00:30.215Z,2025-09-09T11:36:50.085Z
18492,Trend Watch,trend-watch,,5,,Saat və aksesuarlar,,,,,,True,,,https://www.instagram.com/trendwatch.az/,https://www.facebook.com/people/trendwatchaz/61574170348960/?_rdr,1407235422,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Trend_Watch_fb60bdcd01.png,,2025-09-09T12:03:10.205Z,2025-12-12T11:00:51.188Z,2025-09-09T12:03:12.254Z
18495,"""EDU Company"" Təhsil Şirkəti",edu-company-t-hsil-sirk-ti,,2,,Təhsil,,,,,,True,,,https://www.instagram.com/edu_company_official/,,5401639112,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/EDU_Company_01c1ccb373.png,,2025-09-09T12:08:59.757Z,2025-12-12T11:01:15.330Z,2025-09-09T12:09:02.093Z
18648,Saatgallery.az,saatgallery-az,,2,,Saat və aksesuarlar,,,,,,,,,https://www.instagram.com/saat.cityy.azerbaijan/,,5300639712,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Saatgallery_az_1_beae1d7c0e.jpg,,2025-09-19T10:21:27.967Z,2025-12-11T13:42:07.956Z,2025-09-23T13:51:30.563Z
18902,Aurora Health & Beauty,aurora-health-and-beauty,,2,,Parfümeriya və Kosmetika,,,,,,True,,,https://www.instagram.com/aurorashop.baku/,, 2600790032,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Aurora_Health_and_Beauty_4425e8656f.png,,2025-10-30T13:20:45.748Z,2025-12-11T13:42:27.508Z,2025-10-31T07:48:00.736Z
18896,Imobile.az,imobile-az,,2,,Elektronika və Texnika,,,,,,True,,,https://www.instagram.com/imobileaz/,,1308253402,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Imobile_az_81cd8e8187.jpg,,2025-10-30T12:39:15.835Z,2025-12-11T13:44:16.391Z,2025-11-03T11:21:00.102Z
18519,ZOO LAND,zoo-land,,3,,Ev aksessuarları,,,,,,True,,,,,1007054712,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/ZOO_LAND_6a73a1b8dc.png,,2025-09-10T05:52:45.643Z,2025-12-12T11:01:48.905Z,2025-09-10T05:52:47.375Z
18516,11.11 Butik,11-11-butik,,2,,Geyim,,,,,,True,,,https://www.instagram.com/11.11butik?igsh=MTI2ZXNzYnZmZGpiOQ==,,1305271222,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/11_11_Butik_7ffc8f6ae8.png,,2025-09-10T05:40:13.249Z,2025-12-12T11:04:19.081Z,2025-09-10T05:40:17.696Z
18521,Tool Shop,tool-shop,,2,,Ev aksessuarları; Santexnika və təmir-tikinti,,,,,,True,,,https://www.instagram.com/toolshop.az/,,1604908992,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Toolshop_az_d0c2dbab1e.jpg,,2025-09-10T05:57:06.598Z,2025-12-12T11:05:09.675Z,2025-09-10T05:57:08.429Z
18525,Zahra Cosmetic,zahra-cosmetic,,2,,Parfümeriya və Kosmetika,,,,,,True,,,,,1507116712,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Zahra_Cosmetic_7c01554bf6.jpg,,2025-09-10T06:12:03.129Z,2025-12-12T11:07:01.265Z,2025-09-10T06:12:06.862Z
18531,DARAQ Ağ Şəhər,daraq-ag-s-h-r,,2,,Gözəllik salonu və sağlamlıq mərkəzi; Parfümeriya və Kosmetika,,,,,,True,,,https://www.instagram.com/daraq.az/,,1506466602,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/DARAQ_Hair_Salon_332a70c180.png,,2025-09-10T06:38:05.878Z,2025-12-12T11:07:26.164Z,2025-09-10T06:38:07.342Z
18241,Casıo Baku,casio-baku,,,,Saat və aksesuarlar,,2; 3; 6,,,,,,,https://www.instagram.com/casio_saat_baku/,,5300902072,,,2024-09-18T07:56:40.763Z,2025-12-12T11:30:15.471Z,2024-09-18T07:57:12.216Z
18537,Səid İnşaat,s-id-insaat,,5,,İnşaat materialları; Məişət əşyaları; Ev aksessuarları,,,,,,True,,,,,2201378422,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/S_id_Insaat_b41ea7e289.png,,2025-09-10T10:25:16.881Z,2025-12-12T11:30:45.323Z,2025-09-10T10:25:18.723Z
18527,Euro Décor,euro-decor,,2,,Mebel; Ev aksessuarları,,,,,,True,,,https://www.instagram.com/eurodecor.az?igsh=d3I5cDUzaG5xMGI0,,1306910021,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Euro_Decor_4c95e36d80.png,,2025-09-10T06:21:49.919Z,2026-02-11T07:28:13.825Z,2025-09-10T06:21:51.469Z
18905,Buns n Blaze,buns-n-blaze,,3,,Restoran,,,,,,True,,,https://www.instagram.com/buns_n_blaze/,,1807078392,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Buns_n_Blaze_ac7d34721a.png,,2025-10-31T06:51:13.507Z,2025-12-11T13:41:43.086Z,2025-10-31T07:00:31.886Z
18540,Elit 85,elit-85,,2,,Geyim,,,,,,True,,,,,2100369852,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Elit_85_7d27cc7db2.png,,2025-09-10T11:01:32.262Z,2025-12-11T13:42:31.841Z,2025-09-23T13:49:27.660Z
18906,Nextel,nextel,,2,,Elektronika və Texnika,,,,,,True,,,https://www.instagram.com/nextel_baku/,,8700096002,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/3b0b8ad9_249f_49f1_a751_0fe581847ae6_squared_1_69bd3a9b89.png,,2025-10-31T10:20:56.054Z,2025-12-11T13:43:30.599Z,2025-10-31T12:32:17.153Z
18878,Gənc Telekom,g-nc-telekom,,2,,Elektronika və Texnika,,,,,,True,,,https://www.instagram.com/genc_telekom_naxcivan?igsh=MWx4dWF2MHY0MWpyOQ==,,0201562452,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Logo_G_nc_Telekom_squared_1_797492542d.png,,2025-10-28T10:16:29.410Z,2025-12-11T13:43:40.341Z,2025-10-31T12:39:36.210Z
18907,Pink Accessories,pink-accessories,,,,Saat və aksesuarlar,,2; 3,,,,,,, https://www.instagram.com/pink_accessories_baku/,,1807173661,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Pink_Acc_1_c96a027e9e.jpg,,2025-11-03T08:01:21.222Z,2025-12-11T13:44:31.446Z,2025-11-03T08:01:22.393Z
18499,The Regalo,the-regalo,,3,,Restoran,,,,,,True,,,https://www.instagram.com/the_regalo_baku/,,8504634172,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/The_Regalo_8f5bdeb41e.jpg,,2025-09-09T12:58:10.691Z,2025-12-12T11:03:33.474Z,2025-09-09T12:58:13.286Z
18518,Novatech,novatech,,2,,Elektronika və Texnika,,,,,,True,,,https://www.instagram.com/novatech.azz/,,2604789662,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Novatech_a5299697be.png,,2025-09-10T05:45:08.995Z,2025-12-12T11:04:36.961Z,2025-09-10T05:45:12.056Z
18533,NORD Electronics,nord-electronics,,2,,Elektronika və Texnika,,,,,,True,,,,,6000292712,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/NORD_Electronics_390273c4df.png,,2025-09-10T07:24:53.295Z,2025-12-12T11:30:29.089Z,2025-09-10T10:19:37.175Z
18551,Cheesecake & Pastry shop,cheesecake-and-pastry-shop,,3,,Şirniyyat evi,,,,,,True,,,https://www.instagram.com/cheesecake_pastry_shop/,,0201016832,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Cheesecake_1be23bef17.png,,2025-09-10T11:53:41.347Z,2025-12-12T11:31:38.675Z,2025-09-10T11:53:43.737Z
18557,BeerBank Resto&Pub,beer-bank-resto-and-pub,,2,,Restoran,,,,,,True,,,https://www.instagram.com/beerbankbaku/,,4503704222,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Beerbank_4c6cc90f7c.png,,2025-09-10T13:35:08.681Z,2025-12-12T11:33:47.152Z,2025-09-10T13:35:10.802Z
18561,Time Store,time-store,,2,,Saat və aksesuarlar,,,,,,True,,,https://www.instagram.com/time_store.az/,,2007774272,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Time_store_270c0ca43d.png,,2025-09-10T13:44:52.707Z,2025-12-12T11:34:07.981Z,2025-09-10T13:44:53.894Z
18566,Elit,elit-1,,2,,Geyim,,,,,,True,,,https://www.instagram.com/elit_butik_qebele?igsh=MXI2cHVybDZmdnI5MA==,,4400367602,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Elit_306c8094d8.png,,2025-09-11T05:15:01.913Z,2025-12-12T11:34:24.128Z,2025-09-11T05:15:04.889Z
18567,Karma shoes,karma-shoes,,3,,Ayaqqabı və çanta; Geyim,,,,,,True,,,https://www.instagram.com/karmashoes.az/,,1406432881,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Karma_shoes_9725f0d7e6.jpg,,2025-09-11T05:19:08.698Z,2025-12-12T11:34:38.087Z,2025-09-11T05:19:12.696Z
18569,Botnical by the Rose,botnical-by-the-rose,,3,,Güllər və hədiyyələr,,,,,,True,,,https://www.instagram.com/botnical.az/,,1308613701,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Botnical_by_the_Rose_583ef88105.jpg,,2025-09-11T05:26:33.348Z,2025-12-12T11:34:57.297Z,2025-09-11T05:26:35.397Z
18571,Guardvision,guardvision,,2,,Elektronika və Texnika,,,,,,True,,,https://www.instagram.com/guardvision.az,,1103074582,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Guardvision_f708ad0170.png,,2025-09-11T05:46:12.892Z,2026-01-16T10:40:27.193Z,2025-09-11T05:46:14.893Z
18572,Leon Kişi Geyimləri,leon-kisi-geyiml-ri,,2,,Geyim,,,,,,True,,,https://www.instagram.com/leon_sirvan/,,2101237092,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Leon_kisi_geyiml_ri_dd5876b99b.png,,2025-09-11T05:54:16.432Z,2025-12-12T11:35:35.548Z,2025-09-11T05:54:19.276Z
18580,Kod Avtoservis,kod-avtoservis,,2,,Avto,,,,,,True,,,https://www.instagram.com/kodavtoservis/,,1903629852,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Kod_Avtoservis_d9209eccb5.jpg,,2025-09-11T07:29:26.117Z,2025-12-12T11:36:44.182Z,2025-09-11T07:29:27.925Z
18582,Zoo Baku,zoo-baku,,2,,Məişət əşyaları; Digər,,,,,,True,,,https://www.instagram.com/zoobaku_/,,1008710912,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Zoo_Baku_ebf451869c.png,,2025-09-11T07:40:44.548Z,2025-12-12T11:36:59.219Z,2025-09-11T07:40:47.030Z
18583,Fidan məktəb geyimləri,fidan-m-kt-b-geyiml-ri,,2,,Uşaqlar üçün; Geyim,,,,,,True,,,https://www.instagram.com/fidan.mekteb.geyimleri/,,1302400462,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Fidan_m_kt_b_geyiml_ri_fe005ef68d.png,,2025-09-11T08:12:11.209Z,2025-12-12T11:37:14.338Z,2025-09-11T08:12:12.872Z
18588,Dolce Baby,dolce-baby,,2,,Uşaqlar üçün,,,,,,True,,,https://www.instagram.com/dolcebaby.az/,,1406473062,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/97192193_737214967082180_4228699536920412160_n_1_1_9cf26015ce.jpg,,2025-09-11T08:20:56.012Z,2025-12-12T11:37:35.712Z,2025-09-11T08:20:59.601Z
18591,Viləş mebel,vil-s-mebel,,2,,Mebel,,,,,,True,,,,https://www.facebook.com/p/Vil%C9%99%C5%9F-mebel-100067753158316/,2900211392,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Vil_s_mebel_4903c11f3e.jpg,,2025-09-11T10:28:13.463Z,2025-12-12T11:37:54.752Z,2025-09-11T10:28:14.981Z
18595,Bir İnci,bir-inci-1,,2,,Mebel; Tekstil,,,,,,True,,,https://www.instagram.com/birinci_perde_tul_jaluz_evi/,,2201470912,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Bir_Inci_7563cec70e.png,,2025-09-11T10:31:46.941Z,2025-12-12T11:38:19.840Z,2025-09-11T10:31:48.665Z
18601,Respawn Pub & Bar Baku,respawn-pub-and-bar-baku,,2,,Restoran,,,,,,True,,,https://www.instagram.com/respawn.pub.baku/,,2004002372,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Respawn_Pub_and_Bar_Baku_f301a687c4.png,,2025-09-11T10:34:57.438Z,2025-12-12T11:38:38.100Z,2025-09-11T10:34:58.924Z
18602,Fashion Look,fashion-look,,2,,Geyim,,,,,,True,,,,,1009046192,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Fashion_Look_0bde94b09d.png,,2025-09-11T10:50:41.931Z,2025-12-12T11:39:03.382Z,2025-09-11T10:50:45.000Z
18607,Penal,penal,,2,,Kitab və Dəftərxana Ləvazimatları,,,,,,True,,,https://www.instagram.com/penal_mekteb_levazimatlari/,,1401283682,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Penal_621ca69486.png,,2025-09-11T11:10:55.216Z,2025-12-12T11:39:43.094Z,2025-09-11T11:10:56.918Z
18610,Eko Ferma,eko-ferma,,3,,Supermarket,,,,,,True,,,https://www.instagram.com/ekoferma2025/,,3104338462,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/eko_ferma_81074a9e0f.png,,2025-09-11T11:26:52.089Z,2025-12-12T11:40:00.475Z,2025-09-11T11:26:54.266Z
18603,Afro Parfum,afro-parfum,,3,,Parfümeriya və Kosmetika,,,,,,True,,,https://www.instagram.com/afroparfums?igsh=MWhpN2k1eWt3c2tsNA%3D%3D,,2101165222,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Afro_parfum_114230141b.png,,2025-09-11T10:56:06.070Z,2026-02-11T08:34:48.120Z,2025-09-11T10:56:07.993Z
18573,Saray Evim,saray-evim,,2,,Ev aksessuarları,,,,,,True,,,https://www.instagram.com/sarayevim.gence?igsh=bXhpcmFqMnNrdzky,,2302845172,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Saray_Evim_0a61449080.jpg,,2025-09-11T06:16:41.973Z,2026-02-11T11:15:03.423Z,2025-09-11T06:16:43.678Z
18578,LG Electronics,lg-electronics-1,,2,,Elektronika və Texnika; Məişət əşyaları,,,,,,True,,,,,6400229312,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/LG_Electronics_1f92b2c44e.png,,2025-09-11T06:51:02.266Z,2026-02-16T05:18:14.962Z,2025-09-11T06:51:04.012Z
17959,Apple Shop,apple-shop,,,,Elektronika və Texnika,,2; 3; 6; 9,,,,,,,,,1303557902,,,2023-10-19T07:18:09.109Z,2025-12-12T12:03:48.901Z,2025-10-10T13:10:55.039Z
18611,BeerAləm Pub & Restaurant,beer-al-m-pub-and-restaurant,,10,,Restoran,,,,,,True,,,https://www.instagram.com/beeralem.baku/,,8304197872,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Beer_Al_m_Pub_and_Restaurant_bc352bdbd0.png,,2025-09-11T11:36:02.368Z,2025-12-12T12:05:18.118Z,2025-09-11T11:36:03.961Z
18615,Azercell Elvin Telekom,azercell-elvin-telekom,,2,,Elektronika və Texnika,,,,,,True,,,https://www.instagram.com/elvintelekom/,,5300294002,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Azercell_Elvin_telekom_2755ef52d4.jpg,,2025-09-11T11:41:20.860Z,2025-12-12T12:05:49.249Z,2025-09-11T11:41:22.629Z
18616,Rimas Mobile,rimas-mobile,,2,,Elektronika və Texnika,,,,,,True,,,https://www.instagram.com/rimas_mobile_/,,1803706232,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Rimas_Mobile_1e1b540c39.png,,2025-09-11T11:48:39.675Z,2025-12-12T12:06:17.336Z,2025-09-11T11:48:41.714Z
18617,Vətən Mebel,v-t-n-mebel,,2,,Mebel,,,,,,True,,,https://www.instagram.com/naxcivan_veten_mebel/,,0300194392,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/V_t_n_mebel_f11817acea.png,,2025-09-11T11:51:33.118Z,2025-12-12T12:06:44.305Z,2025-09-11T11:51:40.513Z
18620,Ivy Flowers Baku,ivy-flowers-baku,,8,,Güllər və hədiyyələr,,,,,,True,,,https://www.instagram.com/ivy_flowers_baku/,,1004985212,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Ivy_Flowers_Baku_9c52ffeeee.png,,2025-09-11T11:54:42.673Z,2025-12-12T12:07:07.232Z,2025-09-11T11:54:44.198Z
18628,Bizim Ev Mebel Şeheri,bizim-ev-mebel-seheri,,2,,Mebel,,,,,,True,,,https://www.instagram.com/bizim_ev_mebel_seheri/,,0300879572,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Bizim_Ev_Mebel_Seheri_3751ced68b.png,,2025-09-11T11:57:31.267Z,2025-12-12T12:08:08.417Z,2025-09-11T11:57:33.177Z
18300,Light Gallery,light-gallery,,,,Çılçıraqlar və işıqlandırma avadanlıqları,,2; 3; 6; 9; 12,,,,,+994 50 963 53 00,,https://www.instagram.com/p/DJWatq_NVFn/?igsh=MWJycDZ3YmJud285eA==,,1309101431,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Whats_App_Image_2025_05_13_at_10_20_14_4c51a2f1e5.jpeg,,2025-05-14T11:21:36.157Z,2025-12-12T12:08:33.886Z,2025-05-15T05:43:20.477Z
18639,Jay run,jay-run,,2,,Geyim,,,,,,True,,,,,1507208761,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Jay_run_c17d0c6800.png,,2025-09-16T08:29:35.695Z,2025-12-12T12:09:21.805Z,2025-09-23T13:50:37.988Z
18192,Kral İnşaat,kral-insaat,,5,,İnşaat materialları,,2; 3; 6; 9; 12; 18,,,,,,https://www.kral-inshaat.az/,https://www.instagram.com/kralinshaat/,https://www.facebook.com/kralinshaat/?locale=sl_SI,1305055651,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Kral_insaat_9c6d7fafa0.png,,2023-12-19T13:25:28.994Z,2025-12-12T12:09:42.720Z,2023-12-19T13:25:30.512Z
18190,Togas,togas,5,5,,Ev aksessuarları,,2; 3; 6; 9; 12,,,,,,,https://www.instagram.com/togasofficial.az,,1703526621,,,2023-12-12T07:27:56.430Z,2025-12-12T12:11:01.009Z,2025-02-05T13:21:22.141Z
